,Quiescent,Active,Jailed,Speed of Rebellion Transmission,Seed
0,1137,0,0,0.0,4
1,1118,5,13,0.016710642040457344,4
2,1080,31,26,0.03430079155672823,4
3,811,254,70,0.23658751099384345,4
4,619,399,117,0.17150395778364116,4
5,619,354,157,0.0043975373790677225,4
6,619,312,200,0.007036059806508356,4
7,619,270,243,0.007036059806508356,4
8,619,226,278,0.005277044854881266,4
9,619,191,311,0.013192612137203167,4
10,619,159,343,0.0158311345646438,4
11,622,124,377,0.01759014951627089,4
12,629,81,417,0.019349164467897976,4
13,638,32,456,0.0158311345646438,4
14,653,0,462,0.014072119613016711,4
15,673,0,446,0.019349164467897976,4
16,690,0,425,0.0158311345646438,4
17,712,0,409,0.019349164467897976,4
18,727,0,389,0.014072119613016711,4
19,746,0,366,0.018469656992084433,4
20,769,0,346,0.02198768689533861,4
21,791,0,314,0.019349164467897976,4
22,821,0,299,0.028144239226033423,4
23,838,0,286,0.014951627088830254,4
24,851,0,271,0.011433597185576077,4
25,864,0,249,0.013192612137203167,4
26,886,0,232,0.021108179419525065,4
27,904,0,213,0.016710642040457344,4
28,909,11,199,0.02990325417766051,4
29,858,44,213,0.0712401055408971,4
30,773,107,236,0.10378188214599825,4
31,642,209,264,0.13544415127528583,4
32,619,205,291,0.040457343887423045,4
33,619,177,313,0.019349164467897976,4
34,619,156,333,0.025505716798592787,4
35,620,135,359,0.026385224274406333,4
36,621,108,380,0.022867194371152155,4
37,632,76,403,0.03430079155672823,4
38,656,32,419,0.040457343887423045,4
39,688,0,424,0.03518029903254178,4
40,712,0,399,0.02198768689533861,4
41,737,0,373,0.022867194371152155,4
42,761,0,351,0.024626209322779244,4
43,785,0,335,0.02198768689533861,4
44,800,1,320,0.014951627088830254,4
45,815,1,304,0.014072119613016711,4
46,829,0,295,0.014951627088830254,4
47,841,1,281,0.011433597185576077,4
48,855,0,266,0.012313104661389622,4
49,871,0,252,0.014072119613016711,4
50,884,0,244,0.012313104661389622,4
51,893,0,230,0.0079155672823219,4
52,906,0,213,0.012313104661389622,4
53,923,0,195,0.0158311345646438,4
54,940,0,175,0.016710642040457344,4
55,961,0,159,0.019349164467897976,4
56,978,0,142,0.014951627088830254,4
57,993,1,125,0.014951627088830254,4
58,1011,0,112,0.0158311345646438,4
59,1024,0,93,0.012313104661389622,4
60,1043,0,81,0.01759014951627089,4
61,1054,0,73,0.011433597185576077,4
62,1064,0,54,0.008795074758135445,4
63,1081,0,43,0.016710642040457344,4
64,1093,0,36,0.011433597185576077,4
65,1101,0,26,0.007036059806508356,4
66,1108,0,22,0.008795074758135445,4
67,1113,1,19,0.006156552330694811,4
68,1115,0,20,0.003518029903254178,4
69,1117,0,16,0.001759014951627089,4
70,1118,0,19,0.003518029903254178,4
71,1118,0,18,0.0,4
72,1118,0,18,0.0008795074758135445,4
73,1118,1,17,0.0008795074758135445,4
74,1118,0,17,0.0008795074758135445,4
75,1118,0,19,0.001759014951627089,4
76,1117,1,16,0.0008795074758135445,4
77,924,167,44,0.1741424802110818,4
78,625,418,90,0.26649076517150394,4
79,619,378,136,0.008795074758135445,4
80,619,333,181,0.0043975373790677225,4
81,619,288,218,0.0043975373790677225,4
82,619,253,255,0.013192612137203167,4
83,619,215,294,0.010554089709762533,4
84,619,175,328,0.008795074758135445,4
85,621,139,370,0.0158311345646438,4
86,623,94,398,0.010554089709762533,4
87,643,46,431,0.029023746701846966,4
88,660,7,441,0.028144239226033423,4
89,689,0,432,0.027264731750219876,4
90,705,0,413,0.014072119613016711,4
91,723,0,394,0.016710642040457344,4
92,739,0,384,0.01759014951627089,4
93,752,0,366,0.012313104661389622,4
94,770,0,353,0.016710642040457344,4
95,783,0,338,0.012313104661389622,4
96,795,0,322,0.014072119613016711,4
97,815,0,306,0.01759014951627089,4
98,831,0,288,0.014072119613016711,4
99,849,0,266,0.0158311345646438,4
100,870,0,239,0.019349164467897976,4
101,895,0,225,0.024626209322779244,4
102,912,0,211,0.014951627088830254,4
103,926,0,196,0.012313104661389622,4
104,940,0,172,0.013192612137203167,4
105,965,0,153,0.02198768689533861,4
106,982,0,136,0.016710642040457344,4
107,1001,0,106,0.016710642040457344,4
108,1030,0,87,0.026385224274406333,4
109,1050,0,62,0.01759014951627089,4
110,1073,0,59,0.02198768689533861,4
111,1077,0,49,0.0043975373790677225,4
112,1088,0,43,0.009674582233948988,4
113,1094,0,36,0.005277044854881266,4
114,1101,0,27,0.006156552330694811,4
115,1109,0,23,0.0079155672823219,4
116,1113,0,20,0.0043975373790677225,4
117,1117,0,15,0.003518029903254178,4
118,1118,2,17,0.0043975373790677225,4
119,1118,0,16,0.0,4
120,1118,0,18,0.002638522427440633,4
121,1118,0,18,0.0008795074758135445,4
122,1118,0,18,0.0008795074758135445,4
123,1118,0,19,0.0008795074758135445,4
124,1117,0,18,0.0008795074758135445,4
125,1117,1,16,0.001759014951627089,4
126,1117,0,20,0.002638522427440633,4
127,1117,0,18,0.0,4
128,1117,1,19,0.001759014951627089,4
129,1117,0,18,0.0,4
130,1117,0,19,0.001759014951627089,4
131,1117,0,18,0.0008795074758135445,4
132,1117,0,20,0.001759014951627089,4
133,1117,0,17,0.0,4
134,1117,1,19,0.002638522427440633,4
135,1117,0,20,0.0,4
136,1117,0,19,0.0,4
137,1117,0,20,0.0008795074758135445,4
138,1117,0,19,0.0,4
139,1118,0,18,0.0008795074758135445,4
140,1118,0,17,0.0008795074758135445,4
141,1118,1,17,0.001759014951627089,4
142,1118,0,18,0.0008795074758135445,4
143,1118,0,16,0.0008795074758135445,4
144,1117,2,15,0.003518029903254178,4
145,1117,1,18,0.002638522427440633,4
146,1117,0,20,0.001759014951627089,4
147,1113,2,20,0.003518029903254178,4
148,1113,1,23,0.001759014951627089,4
149,1113,0,24,0.0,4
150,1113,0,20,0.0,4
151,1111,0,26,0.005277044854881266,4
152,1111,0,24,0.0,4
153,1113,0,24,0.001759014951627089,4
154,1113,0,24,0.0,4
155,1113,0,24,0.0,4
156,1113,0,23,0.0,4
157,1113,0,22,0.0008795074758135445,4
