,Quiescent,Active,Jailed,Speed of Rebellion Transmission,Seed
0,1161,0,0,0.0,5
1,1141,1,18,0.017226528854435832,5
2,1141,0,20,0.0017226528854435831,5
3,1141,0,19,0.0,5
4,1141,1,18,0.0008613264427217916,5
5,1141,0,20,0.0008613264427217916,5
6,1141,0,20,0.0,5
7,1141,0,19,0.0,5
8,1141,0,19,0.0008613264427217916,5
9,1141,0,20,0.0008613264427217916,5
10,1141,0,20,0.0,5
11,1141,0,20,0.0,5
12,1141,0,20,0.0,5
13,1107,27,24,0.029285099052540915,5
14,873,214,73,0.2041343669250646,5
15,660,367,132,0.18863049095607234,5
16,630,337,191,0.02756244616709733,5
17,630,278,245,0.002583979328165375,5
18,630,225,295,0.007751937984496124,5
19,630,174,342,0.009474590869939707,5
20,632,125,394,0.013781223083548665,5
21,646,60,429,0.02153316106804479,5
22,674,9,451,0.03789836347975883,5
23,702,0,438,0.024978466838931956,5
24,722,0,427,0.01808785529715762,5
25,734,0,401,0.0103359173126615,5
26,759,0,383,0.02239448751076658,5
27,777,0,361,0.01636520241171404,5
28,799,0,337,0.019810508182601206,5
29,822,0,322,0.02153316106804479,5
30,838,0,308,0.014642549526270457,5
31,853,0,287,0.012919896640826873,5
32,873,0,275,0.01808785529715762,5
33,885,0,255,0.01119724375538329,5
34,905,1,238,0.01808785529715762,5
35,921,0,219,0.014642549526270457,5
36,941,0,204,0.01808785529715762,5
37,954,0,184,0.013781223083548665,5
38,976,0,163,0.019810508182601206,5
39,997,0,146,0.018949181739879414,5
40,1013,0,135,0.015503875968992248,5
41,1026,0,121,0.01119724375538329,5
42,1039,0,102,0.012058570198105082,5
43,1058,0,83,0.017226528854435832,5
44,1075,0,69,0.017226528854435832,5
45,1092,0,56,0.014642549526270457,5
46,1104,0,50,0.01119724375538329,5
47,1108,0,44,0.006029285099052541,5
48,1116,0,35,0.007751937984496124,5
49,1125,0,26,0.008613264427217916,5
50,1135,0,18,0.008613264427217916,5
51,1140,0,17,0.0068906115417743325,5
52,1141,1,17,0.0034453057708871662,5
53,1141,0,20,0.0017226528854435831,5
54,1141,0,20,0.0,5
55,1141,0,20,0.0,5
56,1141,0,19,0.0,5
57,1139,1,20,0.002583979328165375,5
58,1140,0,19,0.0008613264427217916,5
59,1140,0,20,0.0017226528854435831,5
60,1140,0,21,0.0008613264427217916,5
61,1140,0,18,0.0,5
62,1139,1,20,0.0034453057708871662,5
63,1139,0,21,0.0008613264427217916,5
64,1140,0,21,0.0008613264427217916,5
65,1140,0,20,0.0,5
66,1140,0,18,0.0008613264427217916,5
67,1140,0,20,0.002583979328165375,5
68,1140,1,20,0.0008613264427217916,5
69,1140,0,20,0.0,5
70,1140,0,19,0.0008613264427217916,5
71,1140,1,17,0.0017226528854435831,5
72,1140,1,17,0.002583979328165375,5
73,1140,0,20,0.002583979328165375,5
74,1140,0,19,0.0008613264427217916,5
75,1140,2,19,0.0017226528854435831,5
76,1140,0,20,0.0,5
77,1140,0,20,0.0008613264427217916,5
78,1140,0,19,0.0008613264427217916,5
79,1140,1,20,0.0017226528854435831,5
80,1140,0,20,0.0,5
81,1140,0,20,0.0008613264427217916,5
82,1140,0,17,0.0008613264427217916,5
83,1141,1,18,0.0034453057708871662,5
84,1141,0,16,0.0008613264427217916,5
85,1141,0,16,0.0034453057708871662,5
86,1141,1,19,0.0034453057708871662,5
87,1141,0,19,0.0,5
88,1141,0,20,0.0008613264427217916,5
89,1141,0,20,0.0,5
90,1141,0,20,0.0,5
91,1141,0,19,0.0,5
92,1141,0,19,0.0008613264427217916,5
93,1141,0,17,0.0008613264427217916,5
94,1141,1,17,0.002583979328165375,5
95,1141,0,19,0.0017226528854435831,5
96,1141,0,20,0.0008613264427217916,5
97,1141,0,19,0.0,5
98,1141,0,19,0.0008613264427217916,5
99,1141,0,19,0.0008613264427217916,5
100,1141,0,20,0.0008613264427217916,5
101,1141,0,19,0.0,5
102,1141,0,20,0.0008613264427217916,5
103,1141,0,17,0.0,5
104,1141,0,20,0.002583979328165375,5
105,1141,0,19,0.0,5
106,1141,0,18,0.0008613264427217916,5
107,1141,0,18,0.0017226528854435831,5
108,1141,0,19,0.0017226528854435831,5
109,1141,0,18,0.0008613264427217916,5
110,1141,0,20,0.0017226528854435831,5
111,1141,0,19,0.0,5
112,1141,0,15,0.0008613264427217916,5
113,1141,1,18,0.004306632213608958,5
114,1141,0,19,0.0008613264427217916,5
115,1141,0,20,0.0008613264427217916,5
116,1141,0,16,0.0,5
117,1141,0,19,0.0034453057708871662,5
118,1141,0,19,0.0008613264427217916,5
119,1141,0,17,0.0008613264427217916,5
120,1141,1,18,0.002583979328165375,5
121,1141,1,18,0.0008613264427217916,5
122,1141,0,19,0.0008613264427217916,5
123,1141,0,19,0.0008613264427217916,5
124,1141,0,20,0.0008613264427217916,5
125,1141,0,17,0.0,5
126,1141,0,20,0.002583979328165375,5
127,1141,0,19,0.0,5
128,1141,0,18,0.0008613264427217916,5
129,1141,1,15,0.0017226528854435831,5
130,1141,1,18,0.0034453057708871662,5
131,1141,1,19,0.0008613264427217916,5
132,1141,0,20,0.0,5
133,1141,0,19,0.0,5
134,1141,0,20,0.0008613264427217916,5
135,1141,0,19,0.0,5
136,1141,0,20,0.0008613264427217916,5
137,1141,0,19,0.0,5
138,1141,0,20,0.0008613264427217916,5
139,1141,0,19,0.0,5
140,1141,0,18,0.0008613264427217916,5
141,1141,0,19,0.0017226528854435831,5
142,1141,0,16,0.0008613264427217916,5
143,1141,1,17,0.0034453057708871662,5
144,1141,1,19,0.0017226528854435831,5
145,1141,0,20,0.0,5
146,1141,0,18,0.0,5
147,1141,0,19,0.0017226528854435831,5
148,1141,0,19,0.0008613264427217916,5
149,1141,0,19,0.0008613264427217916,5
150,1141,0,20,0.0008613264427217916,5
151,1141,0,17,0.0,5
