,Quiescent,Active,Jailed,Speed of Rebellion Transmission,Seed
0,1143,0,0,0.0,9
1,1120,4,18,0.020122484689413824,9
2,1120,0,22,0.0017497812773403325,9
3,1120,0,23,0.0008748906386701663,9
4,1120,0,21,0.0,9
5,1120,0,22,0.0017497812773403325,9
6,1120,0,20,0.0008748906386701663,9
7,1120,0,21,0.0026246719160104987,9
8,1120,0,21,0.0017497812773403325,9
9,1120,0,21,0.0017497812773403325,9
10,1120,0,22,0.0017497812773403325,9
11,1120,0,21,0.0008748906386701663,9
12,1119,1,23,0.0026246719160104987,9
13,1119,0,23,0.0,9
14,1119,0,24,0.0008748906386701663,9
15,1119,0,21,0.0,9
16,1119,1,22,0.0026246719160104987,9
17,1119,0,23,0.0008748906386701663,9
18,1119,0,23,0.0008748906386701663,9
19,1119,0,24,0.0008748906386701663,9
20,1119,0,23,0.0,9
21,1119,0,21,0.0008748906386701663,9
22,1119,0,23,0.0026246719160104987,9
23,1119,0,22,0.0008748906386701663,9
24,1119,0,22,0.0017497812773403325,9
25,1119,0,24,0.0017497812773403325,9
26,1119,0,22,0.0,9
27,1119,1,23,0.0017497812773403325,9
28,1119,0,24,0.0,9
29,1119,0,20,0.0,9
30,1119,1,21,0.003499562554680665,9
31,1119,1,22,0.0017497812773403325,9
32,1119,0,22,0.0008748906386701663,9
33,1119,0,24,0.0017497812773403325,9
34,1119,0,22,0.0,9
35,1119,0,21,0.0017497812773403325,9
36,1119,2,21,0.0026246719160104987,9
37,1119,0,21,0.0008748906386701663,9
38,1120,0,20,0.0026246719160104987,9
39,1120,0,22,0.0026246719160104987,9
40,1120,0,21,0.0008748906386701663,9
41,1120,0,22,0.0017497812773403325,9
42,1120,0,21,0.0008748906386701663,9
43,1120,0,22,0.0017497812773403325,9
44,1120,0,23,0.0008748906386701663,9
45,1120,0,21,0.0,9
46,1120,0,23,0.0017497812773403325,9
47,1120,0,21,0.0,9
48,1120,0,23,0.0017497812773403325,9
49,1120,0,22,0.0,9
50,1120,0,23,0.0008748906386701663,9
51,1120,0,20,0.0,9
52,1120,0,22,0.0026246719160104987,9
53,1120,0,21,0.0008748906386701663,9
54,1120,0,21,0.0017497812773403325,9
55,1120,0,22,0.0017497812773403325,9
56,1120,0,21,0.0008748906386701663,9
57,1118,1,22,0.003499562554680665,9
58,1038,61,44,0.07174103237095363,9
59,970,85,85,0.0673665791776028,9
60,905,108,127,0.0778652668416448,9
61,856,109,172,0.0568678915135608,9
62,846,74,218,0.04636920384951881,9
63,858,31,240,0.026246719160104987,9
64,875,5,252,0.024496937882764653,9
65,887,0,248,0.011373578302712161,9
66,893,0,239,0.00699912510936133,9
67,902,0,233,0.009623797025371828,9
68,908,0,225,0.00699912510936133,9
69,917,0,218,0.008748906386701663,9
70,925,0,207,0.00699912510936133,9
71,935,0,197,0.009623797025371828,9
72,944,0,186,0.009623797025371828,9
73,956,0,181,0.011373578302712161,9
74,962,0,172,0.005249343832020997,9
75,970,0,169,0.007874015748031496,9
76,974,0,162,0.003499562554680665,9
77,979,0,151,0.006124234470691163,9
78,989,0,139,0.011373578302712161,9
79,1003,0,126,0.013123359580052493,9
80,1016,0,121,0.012248468941382326,9
81,1021,0,111,0.005249343832020997,9
82,1030,0,102,0.009623797025371828,9
83,1040,0,90,0.009623797025371828,9
84,1050,0,82,0.011373578302712161,9
85,1059,0,74,0.009623797025371828,9
86,1069,0,64,0.008748906386701663,9
87,1079,0,50,0.008748906386701663,9
88,1092,1,41,0.012248468941382326,9
