,Quiescent,Active,Jailed,Speed of Rebellion Transmission,Seed
0,1143,0,0,0.0,9
1,1120,2,20,0.020122484689413824,9
2,1120,0,22,0.0008748906386701663,9
3,1120,0,23,0.0008748906386701663,9
4,1120,0,23,0.0,9
5,1120,0,23,0.0,9
6,1120,0,22,0.0,9
7,1120,1,21,0.0008748906386701663,9
8,1120,0,22,0.0008748906386701663,9
9,1120,0,22,0.0008748906386701663,9
10,1120,0,22,0.0008748906386701663,9
11,1120,0,21,0.0008748906386701663,9
12,1120,1,20,0.0017497812773403325,9
13,1120,0,22,0.0017497812773403325,9
14,1120,1,22,0.0008748906386701663,9
15,1120,0,23,0.0,9
16,1120,0,21,0.0,9
17,1117,0,26,0.004374453193350831,9
18,1117,0,25,0.0,9
19,1117,0,25,0.0008748906386701663,9
20,1115,1,26,0.0026246719160104987,9
21,1114,0,28,0.0017497812773403325,9
22,1114,0,28,0.0008748906386701663,9
23,1114,0,27,0.0008748906386701663,9
24,1114,0,27,0.0017497812773403325,9
25,1114,1,25,0.0017497812773403325,9
26,1115,1,25,0.0026246719160104987,9
27,1113,2,27,0.003499562554680665,9
28,1114,0,26,0.0017497812773403325,9
29,1114,0,27,0.0026246719160104987,9
30,1114,0,28,0.0017497812773403325,9
31,1114,1,28,0.0008748906386701663,9
32,1114,0,27,0.0,9
33,1114,0,27,0.0017497812773403325,9
34,1114,0,26,0.0017497812773403325,9
35,1115,0,26,0.0026246719160104987,9
36,1116,0,23,0.0017497812773403325,9
37,1118,1,23,0.003499562554680665,9
38,1118,0,23,0.0008748906386701663,9
39,1118,0,22,0.0017497812773403325,9
40,1120,0,22,0.0026246719160104987,9
41,1120,0,22,0.0008748906386701663,9
42,1120,0,23,0.0008748906386701663,9
43,1120,0,21,0.0,9
44,1120,0,23,0.0017497812773403325,9
45,1120,0,21,0.0,9
46,1120,0,22,0.0017497812773403325,9
47,1120,0,20,0.0008748906386701663,9
48,1120,0,19,0.0026246719160104987,9
49,1120,0,22,0.003499562554680665,9
50,1120,0,22,0.0008748906386701663,9
51,1120,1,20,0.0008748906386701663,9
52,1120,1,19,0.0017497812773403325,9
53,1120,2,21,0.0026246719160104987,9
54,1120,0,20,0.0,9
55,1120,0,20,0.0026246719160104987,9
56,1120,1,20,0.0026246719160104987,9
57,1120,0,18,0.0017497812773403325,9
58,1120,1,22,0.004374453193350831,9
59,1120,0,23,0.0,9
60,1120,0,22,0.0,9
61,1120,0,23,0.0008748906386701663,9
62,1120,0,18,0.0,9
63,1120,1,21,0.004374453193350831,9
64,1120,0,22,0.0008748906386701663,9
65,1120,0,22,0.0008748906386701663,9
66,1120,0,22,0.0008748906386701663,9
67,1120,0,23,0.0008748906386701663,9
68,1120,0,21,0.0,9
69,1120,0,23,0.0017497812773403325,9
70,1120,0,20,0.0,9
71,1120,1,22,0.0026246719160104987,9
72,1119,0,21,0.0008748906386701663,9
73,1119,0,21,0.0026246719160104987,9
74,1119,0,23,0.0026246719160104987,9
75,1119,0,23,0.0008748906386701663,9
76,1119,1,21,0.0008748906386701663,9
77,1119,2,19,0.0017497812773403325,9
78,1119,0,24,0.0026246719160104987,9
79,1119,0,24,0.0,9
80,1119,0,22,0.0,9
81,1119,0,23,0.0017497812773403325,9
82,1119,0,24,0.0008748906386701663,9
83,1119,0,23,0.0,9
84,1119,0,21,0.0008748906386701663,9
85,1119,1,23,0.0026246719160104987,9
86,1119,0,24,0.0,9
87,1119,0,22,0.0,9
88,1119,0,22,0.0017497812773403325,9
89,1117,1,21,0.003499562554680665,9
90,1113,0,29,0.00699912510936133,9
91,1113,0,28,0.0008748906386701663,9
92,1113,0,28,0.0017497812773403325,9
93,1113,0,27,0.0017497812773403325,9
94,1113,1,27,0.0026246719160104987,9
95,1113,1,26,0.0017497812773403325,9
96,1114,1,27,0.0026246719160104987,9
97,1114,0,29,0.0008748906386701663,9
98,1114,0,26,0.0,9
99,1114,1,27,0.0026246719160104987,9
100,1114,0,24,0.0008748906386701663,9
101,1116,1,24,0.004374453193350831,9
102,1117,0,22,0.0017497812773403325,9
103,1118,0,25,0.003499562554680665,9
104,1118,0,24,0.0,9
105,1118,1,23,0.0008748906386701663,9
106,1118,0,22,0.0008748906386701663,9
107,1118,0,23,0.0026246719160104987,9
108,1118,1,24,0.0017497812773403325,9
109,1118,0,25,0.0,9
110,1118,0,25,0.0,9
111,1118,0,24,0.0,9
112,1118,0,22,0.0008748906386701663,9
113,1119,0,23,0.0026246719160104987,9
114,1119,0,23,0.0008748906386701663,9
115,1119,0,22,0.0008748906386701663,9
116,1119,1,18,0.0017497812773403325,9
117,1119,0,24,0.004374453193350831,9
118,1119,0,23,0.0,9
119,1119,0,23,0.0008748906386701663,9
120,1119,0,23,0.0008748906386701663,9
121,1120,0,20,0.0008748906386701663,9
122,1120,0,21,0.0026246719160104987,9
123,1120,1,20,0.0017497812773403325,9
124,1120,0,20,0.0017497812773403325,9
125,1120,1,22,0.0026246719160104987,9
126,1120,0,21,0.0,9
127,1120,0,19,0.0017497812773403325,9
128,1120,1,21,0.003499562554680665,9
129,1120,1,20,0.0008748906386701663,9
130,1115,1,26,0.006124234470691163,9
131,1114,0,29,0.0017497812773403325,9
132,1114,0,27,0.0,9
133,1114,0,27,0.0017497812773403325,9
134,1116,0,25,0.0017497812773403325,9
135,1117,0,24,0.0017497812773403325,9
136,1117,0,23,0.0017497812773403325,9
137,1118,0,23,0.0026246719160104987,9
138,1118,0,22,0.0017497812773403325,9
139,1118,0,25,0.0026246719160104987,9
140,1118,0,22,0.0,9
141,1118,0,23,0.0026246719160104987,9
142,1118,0,24,0.0017497812773403325,9
143,1118,1,20,0.0008748906386701663,9
144,1118,1,23,0.003499562554680665,9
145,1118,0,24,0.0008748906386701663,9
146,1118,0,24,0.0008748906386701663,9
147,1118,0,23,0.0008748906386701663,9
148,1118,0,23,0.0017497812773403325,9
149,1118,0,23,0.0017497812773403325,9
150,1119,1,19,0.0017497812773403325,9
151,1119,0,24,0.004374453193350831,9
152,1119,0,23,0.0,9
153,1119,0,23,0.0008748906386701663,9
154,1119,0,24,0.0008748906386701663,9
155,1119,0,22,0.0,9
156,1119,0,23,0.0017497812773403325,9
157,1119,0,23,0.0008748906386701663,9
158,1119,0,23,0.0008748906386701663,9
159,1120,0,20,0.0008748906386701663,9
160,1120,0,22,0.0026246719160104987,9
161,1120,0,22,0.0008748906386701663,9
162,1120,0,22,0.0008748906386701663,9
163,1120,0,22,0.0008748906386701663,9
164,1120,0,22,0.0008748906386701663,9
165,1120,0,21,0.0008748906386701663,9
166,1120,0,23,0.0017497812773403325,9
167,1120,0,22,0.0,9
168,1120,1,22,0.0008748906386701663,9
169,1120,0,23,0.0,9
170,1120,0,22,0.0,9
171,1120,0,21,0.0008748906386701663,9
172,1119,0,21,0.0026246719160104987,9
173,1119,0,23,0.0026246719160104987,9
174,1119,1,20,0.0008748906386701663,9
175,1119,0,21,0.0026246719160104987,9
176,1119,0,24,0.0026246719160104987,9
177,1119,0,22,0.0,9
178,1119,1,20,0.0017497812773403325,9
179,1119,1,22,0.0026246719160104987,9
180,1119,0,21,0.0008748906386701663,9
181,1119,1,23,0.0026246719160104987,9
182,1119,0,24,0.0,9
183,1119,0,23,0.0,9
184,1119,0,24,0.0008748906386701663,9
185,1119,0,22,0.0,9
186,1119,0,22,0.0017497812773403325,9
187,1119,0,23,0.0017497812773403325,9
188,1119,0,22,0.0008748906386701663,9
189,1119,0,22,0.0017497812773403325,9
190,1119,0,22,0.0017497812773403325,9
191,1119,0,23,0.0017497812773403325,9
192,1119,0,23,0.0008748906386701663,9
193,1119,0,21,0.0008748906386701663,9
194,1119,0,23,0.0026246719160104987,9
195,1119,0,21,0.0008748906386701663,9
196,1119,0,24,0.0026246719160104987,9
197,1119,0,22,0.0,9
198,1119,0,22,0.0017497812773403325,9
199,1119,1,21,0.0017497812773403325,9
200,1120,1,20,0.0017497812773403325,9
201,1120,0,22,0.0017497812773403325,9
202,1120,0,21,0.0008748906386701663,9
203,1120,0,21,0.0017497812773403325,9
204,1120,0,23,0.0017497812773403325,9
205,1120,0,22,0.0,9
206,1120,0,22,0.0008748906386701663,9
207,1120,0,21,0.0008748906386701663,9
208,1120,0,20,0.0017497812773403325,9
209,1120,1,22,0.0026246719160104987,9
210,1120,0,22,0.0,9
211,1120,0,21,0.0008748906386701663,9
212,1120,2,19,0.0017497812773403325,9
213,1120,0,22,0.0017497812773403325,9
214,1120,0,21,0.0008748906386701663,9
215,1120,0,23,0.0017497812773403325,9
216,1120,0,22,0.0,9
217,1120,0,19,0.0008748906386701663,9
218,1120,1,18,0.003499562554680665,9
219,1120,2,19,0.003499562554680665,9
220,1120,0,21,0.0017497812773403325,9
221,1120,1,20,0.0017497812773403325,9
222,1120,0,23,0.0017497812773403325,9
223,1120,0,22,0.0,9
224,1120,1,22,0.0008748906386701663,9
225,1120,0,23,0.0,9
226,1120,0,22,0.0,9
227,1120,0,21,0.0008748906386701663,9
228,1120,0,22,0.0017497812773403325,9
229,1120,0,22,0.0008748906386701663,9
230,1120,0,20,0.0008748906386701663,9
231,1120,1,21,0.0026246719160104987,9
232,1120,0,22,0.0008748906386701663,9
233,1120,1,21,0.0008748906386701663,9
234,1120,0,21,0.0008748906386701663,9
235,1120,0,21,0.0017497812773403325,9
236,1120,0,22,0.0017497812773403325,9
237,1120,0,21,0.0008748906386701663,9
238,1120,1,22,0.0017497812773403325,9
239,1120,0,22,0.0,9
240,1120,0,20,0.0008748906386701663,9
241,1120,0,22,0.0026246719160104987,9
242,1120,0,22,0.0008748906386701663,9
243,1120,0,21,0.0008748906386701663,9
244,1120,1,21,0.0017497812773403325,9
245,1120,1,20,0.0008748906386701663,9
246,1120,0,23,0.0017497812773403325,9
247,1120,0,22,0.0,9
248,1120,0,21,0.0008748906386701663,9
249,1120,0,23,0.0017497812773403325,9
250,1120,0,22,0.0,9
251,1120,0,21,0.0008748906386701663,9
252,1120,0,21,0.0017497812773403325,9
253,1120,1,18,0.0017497812773403325,9
254,1120,0,21,0.003499562554680665,9
255,1120,0,23,0.0017497812773403325,9
256,1120,0,23,0.0,9
257,1120,0,21,0.0,9
258,1120,0,22,0.0017497812773403325,9
259,1120,0,23,0.0008748906386701663,9
260,1118,0,23,0.0017497812773403325,9
261,1119,0,23,0.0017497812773403325,9
262,1119,0,23,0.0008748906386701663,9
263,1119,0,22,0.0008748906386701663,9
264,1119,0,22,0.0017497812773403325,9
265,1119,0,23,0.0017497812773403325,9
266,1119,1,20,0.0008748906386701663,9
267,1116,2,24,0.005249343832020997,9
268,1103,5,31,0.01399825021872266,9
269,1105,0,37,0.005249343832020997,9
270,1105,0,37,0.0008748906386701663,9
271,1105,0,34,0.0008748906386701663,9
272,1097,7,37,0.011373578302712161,9
273,1075,13,54,0.024496937882764653,9
274,1057,11,73,0.017497812773403325,9
275,1061,0,79,0.005249343832020997,9
276,1062,0,78,0.0026246719160104987,9
277,1063,0,74,0.0026246719160104987,9
278,1064,0,78,0.005249343832020997,9
279,1064,0,74,0.0008748906386701663,9
280,1067,0,71,0.004374453193350831,9
281,1070,1,66,0.004374453193350831,9
282,1073,0,61,0.005249343832020997,9
283,1081,1,56,0.007874015748031496,9
284,1085,1,53,0.004374453193350831,9
285,1089,0,52,0.003499562554680665,9
286,1089,0,49,0.0017497812773403325,9
287,1092,0,50,0.004374453193350831,9
288,1092,0,50,0.0008748906386701663,9
289,1093,0,50,0.0008748906386701663,9
290,1093,0,50,0.0,9
291,1093,0,47,0.0,9
292,1095,0,47,0.0026246719160104987,9
293,1095,0,48,0.0008748906386701663,9
294,1095,0,43,0.0,9
295,1099,0,41,0.004374453193350831,9
296,1102,0,39,0.0026246719160104987,9
297,1103,0,32,0.0017497812773403325,9
298,1109,0,29,0.00699912510936133,9
299,1098,5,36,0.015748031496062992,9
300,1101,1,37,0.005249343832020997,9
301,1104,0,34,0.003499562554680665,9
302,1108,1,32,0.004374453193350831,9
303,1108,1,30,0.0017497812773403325,9
304,1109,0,34,0.003499562554680665,9
305,1109,0,32,0.0,9
306,1110,0,30,0.0017497812773403325,9
307,1111,1,29,0.0026246719160104987,9
308,1111,0,31,0.0017497812773403325,9
309,1112,0,30,0.0008748906386701663,9
310,1112,0,29,0.0008748906386701663,9
311,1112,1,29,0.0017497812773403325,9
312,1112,0,28,0.0008748906386701663,9
313,1112,0,29,0.0026246719160104987,9
314,1113,1,27,0.0017497812773403325,9
315,1115,0,27,0.0017497812773403325,9
316,1115,0,27,0.0008748906386701663,9
317,1114,1,27,0.0017497812773403325,9
318,1114,0,24,0.0008748906386701663,9
319,1109,1,33,0.008748906386701663,9
320,1109,0,31,0.0,9
321,1111,0,32,0.0026246719160104987,9
322,1111,0,31,0.0,9
323,1112,0,30,0.0008748906386701663,9
324,1112,0,29,0.0008748906386701663,9
325,1113,0,27,0.0017497812773403325,9
326,1114,0,25,0.0026246719160104987,9
327,1115,0,28,0.003499562554680665,9
328,1115,0,26,0.0,9
329,1115,0,27,0.0017497812773403325,9
330,1115,0,26,0.0008748906386701663,9
331,1116,0,27,0.0017497812773403325,9
