,Quiescent,Active,Jailed,Speed of Rebellion Transmission,Seed
0,1161,0,0,0.0,5
1,1140,4,16,0.01808785529715762,5
2,1140,0,20,0.0008613264427217916,5
3,1140,0,21,0.0008613264427217916,5
4,1140,0,17,0.0,5
5,1140,0,21,0.0034453057708871662,5
6,1140,0,20,0.0,5
7,1140,0,21,0.0008613264427217916,5
8,1140,0,21,0.0,5
9,1140,0,21,0.0,5
10,1140,0,19,0.0,5
11,1140,1,18,0.0017226528854435831,5
12,1140,0,21,0.002583979328165375,5
13,1140,0,19,0.0,5
14,1140,0,19,0.0017226528854435831,5
15,1141,0,20,0.0017226528854435831,5
16,1141,0,20,0.0,5
17,1141,0,20,0.0,5
18,1141,0,16,0.0,5
19,1141,1,18,0.0034453057708871662,5
20,1141,1,18,0.0008613264427217916,5
21,1141,0,19,0.0008613264427217916,5
22,1141,0,19,0.0008613264427217916,5
23,1139,0,20,0.002583979328165375,5
24,1139,0,22,0.0017226528854435831,5
25,1139,0,20,0.0,5
26,1139,0,21,0.0017226528854435831,5
27,1139,0,22,0.0008613264427217916,5
28,1139,0,20,0.0,5
29,1139,0,21,0.0017226528854435831,5
30,1139,0,21,0.0008613264427217916,5
31,1139,0,19,0.0008613264427217916,5
32,1139,0,21,0.002583979328165375,5
33,1139,0,22,0.0008613264427217916,5
34,1139,0,21,0.0,5
35,1140,0,20,0.0008613264427217916,5
36,1140,0,21,0.0008613264427217916,5
37,1140,0,21,0.0,5
38,1136,3,22,0.0034453057708871662,5
39,1136,0,24,0.0,5
40,1136,0,22,0.0008613264427217916,5
41,1136,0,24,0.002583979328165375,5
42,1137,0,22,0.0008613264427217916,5
43,1137,0,23,0.0017226528854435831,5
44,1135,1,25,0.002583979328165375,5
45,1132,0,28,0.002583979328165375,5
46,1132,0,27,0.0008613264427217916,5
47,1132,2,25,0.0017226528854435831,5
48,1132,0,28,0.0017226528854435831,5
49,1132,0,24,0.0008613264427217916,5
50,1133,1,27,0.00516795865633075,5
51,1068,43,47,0.05598621877691645,5
52,922,139,94,0.13178294573643412,5
53,638,369,152,0.25150732127476316,5
54,630,318,206,0.009474590869939707,5
55,630,263,265,0.006029285099052541,5
56,630,204,315,0.002583979328165375,5
57,632,153,356,0.012919896640826873,5
58,633,112,403,0.023255813953488372,5
59,654,42,445,0.02756244616709733,5
60,684,1,456,0.029285099052540915,5
61,703,0,445,0.017226528854435832,5
62,716,0,420,0.01119724375538329,5
63,740,0,410,0.02153316106804479,5
64,750,0,393,0.009474590869939707,5
65,765,0,377,0.015503875968992248,5
66,784,0,357,0.01636520241171404,5
67,802,0,342,0.017226528854435832,5
68,816,0,325,0.014642549526270457,5
69,835,0,312,0.017226528854435832,5
70,848,1,289,0.012058570198105082,5
71,871,0,258,0.019810508182601206,5
72,899,1,248,0.02756244616709733,5
73,906,5,232,0.014642549526270457,5
74,925,0,204,0.017226528854435832,5
75,956,0,184,0.02756244616709733,5
76,977,0,170,0.01808785529715762,5
77,989,1,158,0.012058570198105082,5
78,1000,0,137,0.01119724375538329,5
79,1022,1,123,0.020671834625323,5
80,1036,0,102,0.012919896640826873,5
81,1058,0,88,0.019810508182601206,5
82,1069,0,70,0.012919896640826873,5
83,1091,0,58,0.018949181739879414,5
84,1100,1,48,0.0103359173126615,5
85,1112,0,39,0.0103359173126615,5
86,1120,0,28,0.008613264427217916,5
87,1133,0,25,0.01119724375538329,5
88,1135,0,24,0.002583979328165375,5
89,1137,0,20,0.0017226528854435831,5
90,1139,0,21,0.0034453057708871662,5
91,1139,0,18,0.0008613264427217916,5
